follower_user_key,followed_user_key,action_date_key,network_action,is_active_follow
733,1854,20230214,Follow,1
887,1723,20231011,Follow,1
1803,1043,20231227,Unfollow,0
1538,1100,20230116,Follow,1
1438,326,20231008,Follow,1
7,1284,20231013,Follow,1
1639,843,20230402,Follow,1
1535,1437,20230821,Follow,1
196,1086,20230923,Follow,1
561,1248,20230423,Follow,1
1126,656,20230329,Unfollow,0
1484,443,20230327,Follow,1
458,585,20230907,Follow,1
350,648,20231002,Follow,1
1161,1899,20230729,Follow,1
944,646,20231031,Unfollow,0
1743,684,20230505,Follow,1
1549,290,20230105,Follow,1
1665,489,20230420,Follow,1
668,1286,20230731,Unfollow,0
1492,1682,20230524,Follow,1
221,727,20230220,Follow,1
196,994,20231015,Follow,1
257,1308,20230207,Unfollow,0
447,994,20230525,Follow,1
1322,1957,20231224,Follow,1
1500,742,20231203,Follow,1
833,875,20230706,Follow,1
1962,562,20230831,Follow,1
546,371,20231116,Follow,1
1651,298,20231210,Follow,1
1081,52,20230605,Follow,1
634,1973,20230512,Follow,1
726,1034,20230706,Follow,1
769,1711,20230312,Follow,1
1417,211,20230912,Follow,1
1472,768,20230923,Unfollow,0
292,1024,20230807,Unfollow,0
132,1460,20230419,Follow,1
73,1498,20230731,Follow,1
1229,1409,20231201,Follow,1
896,54,20230401,Unfollow,0
1867,1494,20230904,Unfollow,0
1295,60,20230613,Unfollow,0
1076,169,20230106,Follow,1
402,1648,20230722,Follow,1
847,941,20230926,Follow,1
1517,1529,20231012,Follow,1
141,742,20230720,Follow,1
1425,1248,20230626,Follow,1
757,23,20230202,Follow,1
736,1531,20231217,Follow,1
1727,669,20230707,Follow,1
1113,1077,20230530,Follow,1
1495,1713,20230409,Follow,1
1149,968,20230826,Follow,1
1496,1825,20230419,Follow,1
1882,1593,20230613,Follow,1
386,1933,20230422,Follow,1
221,1198,20230103,Follow,1
1973,1779,20231225,Follow,1
1975,1133,20230103,Follow,1
1205,566,20230528,Unfollow,0
1726,555,20230221,Unfollow,0
462,703,20230704,Follow,1
336,1929,20230212,Follow,1
1814,1770,20230816,Unfollow,0
766,1510,20230823,Follow,1
1237,599,20230910,Follow,1
1746,1286,20230712,Follow,1
910,151,20230505,Follow,1
1646,1840,20230212,Unfollow,0
761,289,20230728,Follow,1
1795,1231,20230906,Follow,1
827,1994,20230412,Follow,1
1255,686,20231018,Follow,1
882,1005,20230806,Follow,1
1413,1610,20230813,Follow,1
293,234,20230904,Follow,1
1834,1436,20230319,Follow,1
804,401,20230129,Follow,1
371,1592,20231114,Follow,1
1126,410,20230126,Follow,1
943,332,20230717,Follow,1
1273,135,20230706,Follow,1
277,547,20230707,Follow,1
1456,1598,20230115,Follow,1
717,1483,20231028,Unfollow,0
1355,1087,20230503,Follow,1
1358,1127,20230512,Follow,1
1510,235,20230906,Follow,1
850,1119,20230909,Follow,1
1639,255,20230524,Follow,1
1898,1304,20230603,Follow,1
40,1834,20230805,Unfollow,0
515,1427,20230130,Follow,1
628,1556,20230623,Follow,1
1014,1899,20230714,Follow,1
744,1918,20230212,Follow,1
735,816,20231230,Follow,1
672,343,20230618,Unfollow,0
133,35,20230908,Follow,1
1743,194,20231113,Follow,1
1098,97,20230621,Follow,1
1858,1177,20230825,Unfollow,0
1711,1876,20230104,Follow,1
283,1873,20230225,Unfollow,0
1866,1524,20230721,Follow,1
467,1487,20231217,Follow,1
732,982,20230625,Follow,1
1817,938,20230216,Follow,1
1986,192,20230821,Follow,1
1918,961,20230304,Follow,1
1150,653,20230312,Follow,1
503,820,20230402,Follow,1
1230,1478,20230610,Follow,1
292,1178,20230819,Unfollow,0
299,131,20230514,Unfollow,0
1177,313,20231212,Follow,1
766,1759,20230225,Follow,1
470,407,20230604,Follow,1
888,1940,20230326,Follow,1
1381,712,20230824,Unfollow,0
457,1170,20230827,Follow,1
508,395,20230811,Follow,1
1759,1661,20230329,Follow,1
1155,605,20230607,Follow,1
1396,1387,20231212,Follow,1
1730,507,20230824,Follow,1
1511,449,20230912,Follow,1
1668,93,20231126,Unfollow,0
659,1344,20230919,Follow,1
966,1759,20230713,Follow,1
322,1655,20230317,Follow,1
1882,1576,20230822,Unfollow,0
904,104,20230725,Follow,1
1173,93,20230815,Follow,1
8,1276,20231207,Follow,1
1962,975,20230125,Follow,1
1636,502,20231212,Follow,1
498,523,20230513,Follow,1
940,1826,20230823,Follow,1
120,573,20231210,Follow,1
518,1282,20231027,Unfollow,0
1313,429,20230422,Follow,1
974,925,20230116,Follow,1
351,1625,20230205,Follow,1
567,1481,20230103,Follow,1
925,366,20230623,Follow,1
90,199,20230616,Unfollow,0
1262,250,20230927,Follow,1
1665,1294,20231205,Unfollow,0
293,1500,20230314,Follow,1
1910,487,20231202,Follow,1
1713,1806,20231229,Follow,1
1136,1779,20231004,Follow,1
847,631,20230205,Follow,1
1914,1890,20230517,Follow,1
1602,45,20230420,Follow,1
1037,391,20230831,Follow,1
142,525,20231215,Follow,1
1111,21,20230605,Follow,1
504,1875,20230918,Follow,1
832,667,20230425,Follow,1
370,719,20230623,Follow,1
60,659,20230624,Follow,1
1011,1852,20230206,Follow,1
957,1124,20230508,Follow,1
1791,542,20230411,Unfollow,0
959,157,20231008,Follow,1
218,125,20230128,Follow,1
1186,207,20231114,Follow,1
1071,1473,20230822,Follow,1
1571,1041,20230220,Follow,1
247,1723,20231123,Follow,1
972,780,20230426,Follow,1
240,33,20230910,Follow,1
1346,1211,20230314,Follow,1
1074,1065,20230206,Follow,1
1675,1368,20230806,Follow,1
1519,1934,20230328,Follow,1
331,1643,20230509,Unfollow,0
1500,1789,20230830,Follow,1
1619,1863,20230420,Unfollow,0
1599,166,20230323,Follow,1
732,420,20230705,Follow,1
1757,1548,20230913,Follow,1
1569,1103,20230404,Unfollow,0
25,1287,20230617,Follow,1
198,1425,20230708,Follow,1
178,1330,20231012,Follow,1
949,248,20230805,Follow,1
434,56,20230629,Follow,1
1662,168,20230808,Follow,1
810,851,20230328,Follow,1
1653,1934,20230219,Unfollow,0
1878,1052,20230502,Follow,1
680,55,20230503,Follow,1
632,841,20230908,Follow,1
985,1930,20230826,Follow,1
1938,1395,20231009,Unfollow,0
741,27,20231206,Follow,1
259,1228,20230709,Follow,1
1696,938,20230705,Unfollow,0
1906,1678,20230211,Follow,1
176,566,20230321,Follow,1
1159,40,20230527,Follow,1
102,539,20231102,Follow,1
456,712,20230826,Follow,1
1788,866,20231024,Unfollow,0
1027,1261,20230511,Unfollow,0
1096,1910,20230319,Unfollow,0
1510,649,20230116,Follow,1
440,1363,20230920,Follow,1
1557,870,20231126,Follow,1
427,1620,20230204,Follow,1
94,399,20230617,Unfollow,0
249,1056,20230508,Follow,1
309,856,20231007,Follow,1
85,1878,20230508,Unfollow,0
1366,1623,20231217,Follow,1
499,440,20231130,Follow,1
1852,380,20231203,Follow,1
1972,385,20230917,Follow,1
61,139,20230120,Follow,1
1402,1739,20231104,Follow,1
1464,1965,20230912,Follow,1
1173,365,20230824,Follow,1
733,104,20230116,Follow,1
1459,790,20230816,Follow,1
247,1580,20230820,Follow,1
485,245,20230217,Follow,1
1073,517,20231228,Follow,1
1645,1260,20230411,Follow,1
36,292,20230319,Unfollow,0
811,1824,20230921,Follow,1
1001,1819,20230403,Unfollow,0
1209,1190,20230319,Unfollow,0
1371,1473,20230907,Unfollow,0
1181,1343,20230707,Follow,1
1670,1142,20230205,Follow,1
1620,926,20230524,Follow,1
1902,954,20230523,Follow,1
682,459,20231101,Follow,1
54,755,20230812,Follow,1
186,212,20231213,Follow,1
717,773,20230215,Follow,1
1409,1338,20230915,Follow,1
875,987,20230712,Follow,1
1236,185,20230111,Unfollow,0
193,1072,20231104,Unfollow,0
461,445,20230413,Follow,1
354,1642,20230413,Follow,1
982,848,20231021,Follow,1
1949,974,20230328,Unfollow,0
599,787,20230323,Follow,1
747,1831,20230619,Unfollow,0
698,699,20231106,Follow,1
536,1603,20230106,Follow,1
1341,1774,20230822,Follow,1
693,1008,20230720,Unfollow,0
1006,934,20230512,Unfollow,0
1300,1431,20230316,Follow,1
69,75,20231015,Follow,1
551,40,20231222,Follow,1
227,586,20230630,Unfollow,0
1729,161,20230827,Unfollow,0
1844,1973,20230304,Follow,1
1792,235,20230609,Follow,1
1805,1718,20230721,Follow,1
83,999,20230510,Follow,1
395,1063,20230528,Unfollow,0
702,1062,20230921,Follow,1
1351,635,20230922,Follow,1
1657,1303,20231129,Follow,1
1623,239,20230510,Unfollow,0
961,1367,20231104,Follow,1
1605,926,20230507,Follow,1
1738,988,20230914,Follow,1
903,1746,20230215,Follow,1
1869,1183,20230319,Follow,1
1190,290,20230717,Follow,1
1354,1844,20231118,Follow,1
1042,1828,20231031,Follow,1
217,272,20230502,Follow,1
1207,1155,20230814,Follow,1
1394,1653,20230819,Follow,1
1976,421,20230627,Follow,1
921,325,20230415,Follow,1
571,1380,20230327,Follow,1
1797,195,20230405,Follow,1
128,107,20230222,Follow,1
1469,521,20230325,Follow,1
1558,724,20230605,Follow,1
1350,433,20230523,Follow,1
1429,519,20230612,Follow,1
1752,1471,20230604,Follow,1
1053,983,20230408,Follow,1
1366,139,20230822,Follow,1
375,1943,20230808,Unfollow,0
1792,1589,20230306,Follow,1
1889,376,20230527,Follow,1
557,1724,20230808,Follow,1
1016,1027,20230409,Follow,1
857,491,20230712,Unfollow,0
845,1126,20231105,Unfollow,0
662,1948,20230510,Follow,1
1086,1132,20230203,Follow,1
641,1685,20231203,Unfollow,0
1318,964,20230724,Follow,1
604,1082,20230901,Follow,1
1109,738,20230705,Follow,1
1429,705,20231015,Unfollow,0
1480,1886,20230821,Follow,1
660,612,20230601,Follow,1
1470,1598,20230118,Follow,1
1254,55,20230329,Follow,1
1962,164,20231231,Follow,1
804,1233,20230329,Follow,1
732,270,20231110,Follow,1
1684,1120,20230525,Follow,1
462,157,20231031,Follow,1
1347,1908,20230809,Follow,1
1933,1140,20230727,Follow,1
319,625,20230831,Follow,1
1897,1417,20230324,Follow,1
93,613,20230326,Follow,1
496,591,20230520,Follow,1
1928,307,20230111,Follow,1
259,357,20231112,Follow,1
1026,962,20231115,Follow,1
1826,1364,20230203,Follow,1
1406,266,20230921,Unfollow,0
275,675,20230124,Follow,1
229,1384,20231210,Follow,1
497,1815,20231210,Unfollow,0
173,1963,20231101,Follow,1
915,1909,20231022,Unfollow,0
1323,1370,20230404,Follow,1
460,323,20230414,Follow,1
653,316,20231015,Follow,1
380,1231,20231022,Unfollow,0
410,372,20230209,Follow,1
1847,57,20230102,Unfollow,0
1233,857,20230721,Follow,1
634,303,20230529,Unfollow,0
449,1327,20230817,Unfollow,0
1542,1669,20231115,Follow,1
1125,1257,20230621,Unfollow,0
400,472,20230810,Follow,1
592,385,20230608,Unfollow,0
1928,1152,20230213,Follow,1
1022,307,20230202,Follow,1
848,161,20230228,Follow,1
361,1330,20230515,Follow,1
1717,465,20230113,Follow,1
295,956,20230423,Unfollow,0
98,337,20230731,Unfollow,0
1600,351,20230317,Follow,1
1848,1955,20230325,Unfollow,0
161,179,20230516,Follow,1
1808,1064,20230307,Follow,1
558,803,20230318,Follow,1
844,765,20230327,Unfollow,0
124,1124,20230326,Follow,1
184,1456,20230518,Follow,1
365,1477,20230903,Follow,1
1644,1799,20230222,Follow,1
583,1956,20230524,Follow,1
90,1240,20231106,Follow,1
1387,69,20230203,Follow,1
655,93,20230604,Follow,1
370,567,20230728,Unfollow,0
399,1788,20230810,Follow,1
299,281,20230606,Follow,1
497,292,20230131,Follow,1
493,641,20230105,Follow,1
1826,1572,20230126,Follow,1
801,1089,20230227,Follow,1
29,1575,20231212,Follow,1
1729,1007,20230102,Unfollow,0
1870,1126,20230605,Unfollow,0
1911,701,20230902,Follow,1
1379,1675,20230901,Follow,1
641,635,20231025,Follow,1
13,664,20231108,Follow,1
944,62,20230623,Follow,1
1929,1515,20230512,Follow,1
1237,1742,20230610,Follow,1
1133,1324,20230826,Follow,1
1267,580,20231118,Unfollow,0
482,472,20231110,Follow,1
763,1411,20230831,Follow,1
1191,1082,20230210,Follow,1
1899,1015,20230721,Follow,1
857,201,20230911,Follow,1
1858,242,20230928,Follow,1
573,998,20231203,Follow,1
187,1066,20230517,Follow,1
1559,931,20230509,Follow,1
1278,1098,20231007,Follow,1
1940,1118,20230104,Unfollow,0
529,1060,20230115,Follow,1
1200,1073,20230915,Follow,1
1664,474,20231016,Unfollow,0
1232,1648,20231003,Follow,1
490,1703,20230216,Follow,1
34,284,20230914,Follow,1
1461,1941,20230522,Follow,1
304,530,20231102,Follow,1
992,1008,20230327,Follow,1
166,1915,20230824,Follow,1
1798,1211,20230719,Follow,1
1403,186,20230322,Follow,1
1442,709,20230712,Follow,1
79,1539,20230910,Follow,1
1598,874,20231212,Follow,1
1386,979,20231202,Follow,1
619,255,20230301,Follow,1
230,164,20230604,Follow,1
1276,1595,20230228,Follow,1
1243,1192,20230521,Follow,1
1610,897,20230205,Follow,1
1774,499,20230710,Follow,1
49,1281,20230515,Follow,1
15,411,20230224,Follow,1
1584,1563,20230525,Follow,1
689,1104,20230830,Follow,1
822,338,20231121,Unfollow,0
1378,396,20230906,Follow,1
1543,1939,20230907,Follow,1
1665,947,20230313,Follow,1
1384,750,20230330,Follow,1
289,1123,20230422,Follow,1
1678,233,20230730,Follow,1
58,1374,20230101,Follow,1
94,1296,20230130,Follow,1
494,1211,20231230,Follow,1
818,1431,20230730,Follow,1
309,21,20230906,Unfollow,0
1043,473,20230120,Follow,1
635,409,20230617,Follow,1
1672,772,20230822,Follow,1
1977,1669,20230808,Follow,1
654,1579,20230310,Follow,1
623,1288,20230421,Follow,1
1004,1278,20231202,Follow,1
12,1784,20230604,Follow,1
911,1688,20230222,Follow,1
1389,640,20230401,Follow,1
869,698,20231224,Follow,1
260,14,20230211,Follow,1
96,460,20230524,Follow,1
1237,671,20230206,Unfollow,0
713,375,20231216,Unfollow,0
1273,111,20230409,Follow,1
1212,1820,20230701,Follow,1
1861,1853,20231019,Unfollow,0
193,329,20230502,Follow,1
1304,624,20230429,Follow,1
11,1193,20230714,Follow,1
1927,1871,20231028,Unfollow,0
987,181,20230509,Follow,1
659,1179,20230920,Follow,1
632,458,20230902,Follow,1
970,1080,20230629,Follow,1
1608,1452,20230307,Follow,1
249,1305,20231010,Unfollow,0
388,1124,20231105,Follow,1
1908,1815,20230303,Follow,1
1901,943,20230602,Follow,1
440,1002,20231108,Unfollow,0
1296,442,20230128,Follow,1
75,74,20231007,Follow,1
1227,533,20231019,Follow,1
1991,132,20230813,Follow,1
795,581,20230222,Follow,1
1837,1005,20230926,Follow,1
1227,187,20230118,Follow,1
178,535,20231219,Unfollow,0
1172,1696,20231201,Follow,1
356,410,20230612,Follow,1
1669,1232,20230528,Follow,1
1606,1773,20230103,Follow,1
1072,1894,20230629,Follow,1
459,1874,20231122,Follow,1
1187,174,20230426,Follow,1
921,1341,20231106,Unfollow,0
224,450,20230924,Follow,1
1642,1483,20231027,Follow,1
499,1339,20230427,Unfollow,0
840,909,20230916,Follow,1
995,1000,20230318,Follow,1
253,1647,20230804,Follow,1
270,6,20230117,Follow,1
76,813,20231029,Follow,1
1154,470,20230411,Follow,1
1097,166,20230115,Follow,1
1583,229,20230827,Follow,1
593,1963,20230424,Follow,1
1824,995,20230331,Follow,1
856,886,20231226,Follow,1
722,109,20230326,Follow,1
1742,817,20230313,Follow,1
1302,1502,20230403,Follow,1
235,1270,20231211,Follow,1
811,575,20230720,Follow,1
541,1177,20230613,Follow,1
1668,1499,20230707,Follow,1
1358,536,20231022,Follow,1
1317,1828,20230419,Follow,1
625,1937,20231205,Follow,1
723,452,20230322,Unfollow,0
435,1298,20230609,Follow,1
40,257,20230625,Follow,1
1223,1860,20230726,Follow,1
277,1111,20230815,Follow,1
990,713,20230721,Follow,1
270,876,20230909,Follow,1
740,1072,20231107,Follow,1
1090,796,20231006,Follow,1
238,1509,20231217,Follow,1
532,21,20230810,Unfollow,0
1183,1322,20231218,Follow,1
545,874,20230310,Follow,1
339,942,20231018,Follow,1
51,1860,20230801,Follow,1
1177,1807,20230131,Follow,1
28,563,20230604,Follow,1
1796,65,20231024,Follow,1
1211,887,20230626,Follow,1
427,903,20230327,Unfollow,0
1618,1662,20230428,Follow,1
1761,1380,20230605,Follow,1
1363,817,20230610,Unfollow,0
1726,233,20230721,Follow,1
1499,195,20230822,Unfollow,0
1114,455,20230712,Follow,1
1011,483,20230501,Follow,1
1090,1880,20230104,Unfollow,0
1785,126,20230318,Follow,1
1158,392,20230807,Follow,1
1364,132,20230215,Follow,1
924,1422,20230903,Unfollow,0
148,1420,20230925,Follow,1
1762,1528,20230701,Follow,1
503,271,20230703,Follow,1
1155,322,20231220,Follow,1
1501,453,20231126,Unfollow,0
1590,427,20231020,Follow,1
398,1978,20230603,Follow,1
1562,951,20230414,Follow,1
1024,65,20230905,Unfollow,0
1527,879,20230618,Unfollow,0
353,1699,20230429,Follow,1
533,167,20231030,Unfollow,0
1718,1359,20230212,Follow,1
1527,660,20231217,Follow,1
1176,861,20231103,Follow,1
1564,9,20230609,Follow,1
1477,146,20230609,Follow,1
1339,1359,20231114,Unfollow,0
1852,343,20230120,Unfollow,0
81,488,20230504,Unfollow,0
1068,333,20231029,Follow,1
1959,1234,20230529,Follow,1
601,1121,20230101,Unfollow,0
944,7,20230805,Follow,1
901,1500,20230730,Follow,1
817,124,20230911,Follow,1
1254,715,20231225,Follow,1
1785,476,20230627,Follow,1
571,1788,20230614,Follow,1
167,1181,20230401,Follow,1
885,1777,20230118,Follow,1
984,193,20230502,Follow,1
923,1005,20230809,Follow,1
1382,703,20230217,Follow,1
419,1945,20231221,Follow,1
185,331,20230329,Follow,1
1298,1265,20230920,Unfollow,0
290,1296,20230621,Follow,1
344,752,20230306,Follow,1
32,600,20231110,Follow,1
125,1416,20230616,Follow,1
1614,1351,20231009,Unfollow,0
627,577,20230518,Follow,1
1170,448,20230508,Follow,1
334,1714,20230929,Follow,1
12,627,20230219,Follow,1
1594,525,20231128,Follow,1
865,409,20230909,Unfollow,0
634,1545,20230719,Follow,1
1791,1687,20230105,Unfollow,0
1380,603,20230302,Follow,1
1255,689,20230316,Follow,1
1272,1380,20230424,Follow,1
1261,1709,20230107,Follow,1
1834,1823,20230217,Follow,1
1579,1610,20230903,Follow,1
1254,275,20230402,Follow,1
1648,31,20231213,Follow,1
1991,1938,20230922,Follow,1
671,779,20231008,Follow,1
953,545,20230523,Follow,1
493,1668,20231120,Follow,1
1244,79,20230208,Follow,1
530,201,20230713,Unfollow,0
1603,1567,20230914,Follow,1
1895,1519,20230114,Follow,1
1430,260,20230902,Follow,1
832,1819,20230511,Follow,1
1677,1527,20230514,Follow,1
351,1304,20230825,Unfollow,0
289,1058,20231008,Follow,1
334,407,20231228,Follow,1
668,366,20230504,Follow,1
834,1426,20230413,Follow,1
1396,560,20230909,Unfollow,0
1709,903,20230707,Follow,1
1321,1878,20230405,Follow,1
96,1900,20231205,Follow,1
253,1832,20231013,Follow,1
1895,444,20230211,Follow,1
215,1600,20230226,Follow,1
102,1704,20230804,Follow,1
1155,246,20230430,Follow,1
509,1565,20230714,Follow,1
1242,1992,20230924,Follow,1
1030,1131,20231003,Follow,1
1514,1550,20231014,Follow,1
349,868,20230901,Follow,1
197,1142,20230211,Follow,1
238,775,20230219,Follow,1
357,843,20231008,Unfollow,0
25,1459,20231129,Follow,1
679,1549,20230930,Follow,1
1545,722,20231119,Unfollow,0
204,293,20230511,Follow,1
1352,1351,20230601,Follow,1
1254,1482,20231110,Follow,1
781,1984,20230915,Follow,1
1912,725,20230505,Follow,1
1997,1353,20231029,Unfollow,0
1503,493,20230102,Unfollow,0
1326,1102,20230411,Unfollow,0
920,275,20231213,Follow,1
1309,328,20230116,Follow,1
994,402,20231231,Follow,1
1500,229,20230228,Unfollow,0
619,1893,20231217,Follow,1
1239,1520,20230605,Follow,1
536,1855,20230429,Follow,1
899,599,20230424,Follow,1
611,1542,20230222,Follow,1
1115,947,20230118,Follow,1
621,1466,20230308,Unfollow,0
1818,391,20231027,Unfollow,0
1876,1713,20231015,Follow,1
1177,1041,20230423,Unfollow,0
445,3,20230721,Follow,1
1809,795,20230823,Follow,1
1355,1425,20230322,Follow,1
1609,1921,20230203,Unfollow,0
9,1446,20230722,Follow,1
562,204,20230802,Follow,1
1977,633,20230614,Follow,1
131,1158,20230316,Unfollow,0
720,1928,20230426,Unfollow,0
368,507,20230717,Unfollow,0
354,1595,20230205,Follow,1
267,1609,20230107,Follow,1
816,1329,20231125,Unfollow,0
654,60,20231211,Follow,1
549,1385,20230315,Follow,1
549,780,20230210,Follow,1
1288,1034,20230823,Unfollow,0
512,1173,20230125,Follow,1
1320,1876,20231217,Follow,1
1171,67,20230303,Follow,1
1017,1008,20230507,Unfollow,0
965,1553,20230512,Follow,1
509,127,20231202,Follow,1
1327,1051,20230307,Follow,1
718,1868,20230506,Follow,1
716,14,20230518,Follow,1
1479,1722,20230117,Follow,1
1939,627,20230825,Follow,1
556,238,20230627,Follow,1
346,853,20230101,Follow,1
926,1241,20230424,Follow,1
1180,1683,20230513,Follow,1
1899,1189,20230424,Follow,1
1959,949,20230330,Unfollow,0
567,440,20231121,Follow,1
755,617,20230813,Follow,1
1780,287,20230113,Unfollow,0
1617,114,20231109,Follow,1
1325,1048,20230419,Follow,1
371,1766,20230203,Follow,1
18,1793,20230331,Follow,1
1979,1083,20230806,Follow,1
1934,1138,20231205,Follow,1
458,886,20230524,Follow,1
1835,83,20230823,Follow,1
1924,550,20230902,Follow,1
108,1847,20230930,Follow,1
112,977,20230727,Follow,1
617,728,20230528,Follow,1
1707,1983,20230802,Follow,1
289,150,20231128,Follow,1
930,1556,20231210,Follow,1
1038,1073,20230616,Unfollow,0
836,208,20231212,Follow,1
1867,1257,20230609,Follow,1
1815,358,20230426,Unfollow,0
1713,349,20230102,Follow,1
414,737,20230214,Unfollow,0
1091,385,20231222,Follow,1
1848,646,20230612,Unfollow,0
846,1360,20230331,Follow,1
614,323,20230206,Follow,1
1403,196,20230711,Follow,1
218,1195,20230710,Unfollow,0
1329,211,20230430,Unfollow,0
1701,271,20230822,Follow,1
1600,362,20231007,Unfollow,0
214,1606,20231114,Follow,1
599,75,20231205,Follow,1
1874,1842,20231021,Follow,1
440,816,20230926,Follow,1
224,1087,20230605,Follow,1
1985,755,20230321,Unfollow,0
1440,625,20230701,Follow,1
1527,1817,20230420,Follow,1
1219,1344,20230425,Follow,1
922,21,20230709,Follow,1
1132,1994,20231024,Follow,1
1386,382,20230428,Follow,1
1055,145,20231103,Unfollow,0
439,1862,20230629,Follow,1
1656,1655,20231105,Follow,1
348,1714,20230319,Unfollow,0
28,768,20230117,Follow,1
535,1874,20230617,Unfollow,0
959,754,20230914,Follow,1
1036,1987,20231019,Follow,1
630,1854,20231106,Follow,1
1990,723,20230424,Follow,1
1608,985,20230620,Follow,1
1408,1119,20230820,Follow,1
868,1022,20230426,Follow,1
1166,607,20230616,Follow,1
146,1809,20230904,Follow,1
460,536,20230728,Follow,1
529,197,20230614,Follow,1
1545,1785,20231010,Unfollow,0
404,930,20231014,Follow,1
836,164,20230702,Follow,1
1188,361,20230705,Follow,1
1013,415,20230216,Unfollow,0
1332,1516,20230802,Follow,1
1200,1749,20230317,Follow,1
1367,1555,20230219,Follow,1
777,1481,20230107,Follow,1
768,989,20230606,Unfollow,0
1217,762,20230602,Unfollow,0
1932,99,20230103,Follow,1
352,575,20231115,Unfollow,0
1705,1154,20231124,Follow,1
222,1620,20231208,Follow,1
40,1061,20230919,Unfollow,0
696,1368,20231117,Unfollow,0
362,1313,20230625,Follow,1
789,1457,20230823,Follow,1
1522,274,20231221,Follow,1
1221,1771,20231124,Unfollow,0
73,1175,20230709,Follow,1
1238,1811,20230524,Follow,1
311,1566,20230808,Unfollow,0
1914,1406,20230202,Follow,1
983,211,20230717,Follow,1
1283,1481,20230111,Unfollow,0
622,847,20231207,Follow,1
540,1071,20230617,Follow,1
1013,1241,20230919,Unfollow,0
242,1997,20230518,Follow,1
169,1994,20230214,Follow,1
703,134,20231111,Follow,1
1560,986,20230805,Follow,1
1661,1785,20230808,Follow,1
1853,353,20230226,Follow,1
382,1098,20230803,Follow,1
1633,209,20231006,Follow,1
1167,750,20231105,Follow,1
1859,1155,20231104,Follow,1
1921,1832,20230706,Follow,1
1736,1010,20231029,Follow,1
1999,809,20230506,Follow,1
1908,974,20231202,Follow,1
990,834,20230321,Follow,1
479,453,20230529,Follow,1
805,1197,20231219,Follow,1
431,274,20230627,Follow,1
1433,929,20230802,Follow,1
1798,887,20230214,Follow,1
239,1824,20230629,Follow,1
972,1871,20231107,Follow,1
695,617,20230201,Follow,1
109,1313,20230131,Unfollow,0
234,1165,20230201,Follow,1
60,994,20231207,Unfollow,0
242,1950,20231002,Follow,1
305,303,20230320,Follow,1
91,465,20230426,Follow,1
1480,980,20230311,Follow,1
1809,10,20231125,Follow,1
511,1131,20230926,Follow,1
921,1389,20230905,Follow,1
1292,1605,20230722,Unfollow,0
1303,468,20230604,Unfollow,0
695,266,20230716,Follow,1
1125,1964,20230203,Follow,1
363,310,20230809,Follow,1
1132,527,20230520,Follow,1
1150,720,20230715,Follow,1
1791,1208,20230522,Follow,1
1332,220,20230815,Follow,1
844,1253,20231218,Follow,1
261,791,20230318,Follow,1
282,405,20231223,Follow,1
1367,1760,20231009,Follow,1
1697,332,20230115,Unfollow,0
255,1316,20231206,Follow,1
1591,519,20230305,Follow,1
749,751,20231112,Unfollow,0
1791,452,20230727,Follow,1
928,1653,20230629,Follow,1
416,928,20230831,Follow,1
725,1239,20231026,Follow,1
694,641,20231017,Unfollow,0
20,524,20230503,Follow,1
347,48,20231005,Follow,1
772,803,20230403,Follow,1
943,140,20230216,Follow,1
772,1303,20230608,Follow,1
358,1989,20231009,Follow,1
1613,1935,20231021,Unfollow,0
1905,1022,20230102,Follow,1
936,818,20230119,Follow,1
1694,1641,20231224,Follow,1
462,1143,20230222,Follow,1
392,1959,20230706,Follow,1
400,1829,20230510,Follow,1
1227,1417,20230327,Unfollow,0
430,200,20231225,Follow,1
446,760,20230622,Follow,1
1905,1211,20231128,Follow,1
1792,770,20231208,Follow,1
1714,401,20230425,Follow,1
1900,16,20230223,Follow,1
1329,414,20230705,Follow,1
433,1445,20230128,Follow,1
1140,30,20230123,Unfollow,0
651,1239,20231214,Follow,1
1694,735,20231201,Follow,1
1419,341,20230529,Follow,1
149,1748,20230615,Follow,1
1156,1863,20230204,Follow,1
1270,1234,20230330,Follow,1
511,749,20230608,Follow,1
799,763,20230629,Follow,1
1464,1420,20231007,Follow,1
1676,1597,20230604,Follow,1
1542,1486,20230905,Follow,1
1004,632,20230502,Follow,1
1741,532,20230130,Follow,1
1652,1550,20230830,Follow,1
1584,1780,20230609,Follow,1
1079,1599,20230423,Follow,1
1530,1586,20230817,Follow,1
177,893,20230111,Follow,1
1641,1926,20230708,Follow,1
632,1898,20231110,Follow,1
869,701,20230925,Follow,1
1062,513,20230412,Follow,1
1529,1200,20230118,Follow,1
454,1179,20230923,Follow,1
1534,1920,20230828,Follow,1
1555,1950,20230810,Unfollow,0
1498,1521,20230227,Follow,1
811,1745,20230501,Follow,1
958,573,20230613,Unfollow,0
1259,1962,20231203,Follow,1
1991,1739,20230706,Unfollow,0
1232,812,20230712,Follow,1
63,549,20231217,Follow,1
1011,1785,20230508,Unfollow,0
1251,1714,20230818,Follow,1
413,1825,20230407,Follow,1
223,654,20230727,Follow,1
21,391,20231101,Follow,1
135,1087,20230326,Follow,1
705,1461,20230809,Unfollow,0
56,99,20231225,Follow,1
340,1194,20230510,Follow,1
1583,126,20230419,Follow,1
1749,963,20230405,Follow,1
1690,1743,20230429,Follow,1
